key,status,detail
"240.072234,42.469992",skip,skip ra=240.0722 dec=42.4700 (n=54)
"205.391052,38.725190",ok,ok   oid=718208300016379 n=918 ra=205.3911 dec=38.7252
"210.097575,49.268551",ok,ok   oid=758212200002316 n=1052 ra=210.0976 dec=49.2686
"322.245222,-7.005514",ok,ok   oid=390215400000130 n=473 ra=322.2452 dec=-7.0055
"131.754458,19.486454",ok,ok   oid=568210300003841 n=807 ra=131.7545 dec=19.4865
"203.419779,58.006620",ok,ok   oid=791214200005594 n=788 ra=203.4198 dec=58.0066
"1.496784,13.991517",ok,ok   oid=499215400006560 n=571 ra=1.4968 dec=13.9915
"5.015568,23.696415",ok,ok   oid=601204200003890 n=1128 ra=5.0156 dec=23.6964
"247.224920,14.471256",ok,ok   oid=534216400018071 n=836 ra=247.2249 dec=14.4713
"232.810616,44.729778",ok,ok   oid=760203400016287 n=1172 ra=232.8106 dec=44.7298
"192.712698,6.152769",ok,ok   oid=474210200001967 n=329 ra=192.7127 dec=6.1528
"11.939555,31.022292",ok,ok   oid=649201100002825 n=862 ra=11.9396 dec=31.0223
"196.454780,53.526790",ok,ok   oid=790205400003085 n=703 ra=196.4548 dec=53.5268
"116.665235,30.779408",ok,ok   oid=663203100013015 n=1094 ra=116.6652 dec=30.7794
"193.267791,18.761934",ok,ok   oid=577207200000818 n=505 ra=193.2678 dec=18.7619
"33.687891,-7.836729",skip,skip ra=33.6879 dec=-7.8367 (n=66)
"28.217137,23.903582",ok,ok   oid=604204100008793 n=559 ra=28.2171 dec=23.9036
"248.209736,39.357046",ok,ok   oid=723208300002049 n=1769 ra=248.2097 dec=39.3570
"211.029088,47.196868",ok,ok   oid=758208100002830 n=1036 ra=211.0291 dec=47.1969
"229.793214,36.161248",ok,ok   oid=677214400000396 n=1086 ra=229.7932 dec=36.1612
"17.199279,10.666024",ok,ok   oid=501206400001203 n=557 ra=17.1993 dec=10.6660
"29.637527,17.921798",ok,ok   oid=554207400000582 n=704 ra=29.6375 dec=17.9218
"217.037150,35.362533",ok,ok   oid=676216400006194 n=885 ra=217.0371 dec=35.3625
"210.026991,25.463612",ok,ok   oid=628207100009921 n=579 ra=210.0270 dec=25.4636
"183.419849,10.000009",ok,ok   oid=525208300005574 n=645 ra=183.4198 dec=10.0000
"22.913100,11.538245",ok,ok   oid=502206200001096 n=580 ra=22.9131 dec=11.5382
"2.770651,20.619396",ok,ok   oid=550210100019526 n=676 ra=2.7707 dec=20.6194
"161.313340,32.468810",ok,ok   oid=669208200007935 n=689 ra=161.3133 dec=32.4688
"340.859716,21.792007",ok,ok   oid=597214400000034 n=1229 ra=340.8597 dec=21.7920
"238.056957,50.511769",ok,ok   oid=760213300000397 n=1089 ra=238.0570 dec=50.5118
"23.138687,3.920249",ok,ok   oid=450208200005951 n=540 ra=23.1387 dec=3.9202
"224.351542,9.930757",skip,skip ra=224.3515 dec=9.9308 (n=39)
"214.266866,6.794952",ok,ok   oid=477214400013998 n=447 ra=214.2669 dec=6.7950
"218.437023,18.097701",skip,skip ra=218.4370 dec=18.0977 (n=11)
"348.533435,-1.232082",ok,ok   oid=445210200003715 n=408 ra=348.5334 dec=-1.2321
"353.216960,16.961717",skip,skip ra=353.2170 dec=16.9617 (n=105)
"186.979739,40.299066",ok,ok   oid=715205200000915 n=666 ra=186.9797 dec=40.2991
"135.542338,44.773739",ok,ok   oid=750204400000609 n=1277 ra=135.5423 dec=44.7737
"22.950487,12.033565",ok,ok   oid=502210300021187 n=315 ra=22.9505 dec=12.0336
"227.705223,35.102630",ok,ok   oid=677210200000662 n=811 ra=227.7052 dec=35.1026
"112.277784,40.891701",skip,skip ra=112.2778 dec=40.8917 (n=40)
"135.487122,40.509738",skip,skip ra=135.4871 dec=40.5097 (n=64)
"187.565827,16.658915",ok,ok   oid=576202200002309 n=607 ra=187.5658 dec=16.6589
"127.030792,38.889054",ok,ok   oid=708205400019353 n=799 ra=127.0308 dec=38.8891
"251.466070,40.876485",ok,ok   oid=723211400021496 n=1821 ra=251.4661 dec=40.8765
"133.048149,39.012326",ok,ok   oid=709206300012576 n=1160 ra=133.0481 dec=39.0123
"204.982484,37.210413",ok,ok   oid=718204300003434 n=903 ra=204.9825 dec=37.2104
"54.340567,-7.150492",ok,ok   oid=352215400001546 n=398 ra=54.3406 dec=-7.1505
"10.751098,4.955194",ok,ok   oid=448211300005756 n=532 ra=10.7511 dec=4.9552
"1.082595,-2.710851",skip,skip ra=1.0826 dec=-2.7109 (n=61)
"235.076872,32.209887",ok,ok   oid=678207400002179 n=1213 ra=235.0769 dec=32.2099
"220.500365,40.687001",skip,skip ra=220.5004 dec=40.6870 (n=44)
"172.695264,29.729562",ok,ok   oid=623215100001220 n=780 ra=172.6953 dec=29.7296
"192.149457,46.216892",ok,ok   oid=756208400004891 n=696 ra=192.1495 dec=46.2169
"128.129670,29.347900",ok,ok   oid=617215100017097 n=675 ra=128.1297 dec=29.3479
"24.066751,3.523818",ok,ok   oid=450208400000527 n=384 ra=24.0668 dec=3.5238
"153.356238,2.755953",ok,ok   oid=468205300007490 n=420 ra=153.3562 dec=2.7560
"178.018361,10.944696",ok,ok   oid=524207200006009 n=396 ra=178.0184 dec=10.9447
"122.086415,6.076081",ok,ok   oid=464211200003962 n=813 ra=122.0864 dec=6.0761
"190.516547,47.751498",ok,ok   oid=755209400005635 n=615 ra=190.5165 dec=47.7515
"32.349891,29.904955",ok,ok   oid=652202300006053 n=862 ra=32.3499 dec=29.9050
"199.082133,48.120344",ok,ok   oid=756209300004133 n=746 ra=199.0821 dec=48.1203
"132.253033,47.643132",skip,skip ra=132.2530 dec=47.6431 (n=88)
"211.549157,59.156015",ok,ok   oid=821201300000308 n=827 ra=211.5492 dec=59.1560
"210.197737,12.084626",ok,ok   oid=528209300004267 n=650 ra=210.1977 dec=12.0846
"4.414484,-0.134731",ok,ok   oid=396213300003360 n=281 ra=4.4145 dec=-0.1347
"156.473242,40.212259",ok,ok   oid=712207200009356 n=1071 ra=156.4732 dec=40.2123
"9.267585,19.845254",ok,ok   oid=551210300000416 n=652 ra=9.2676 dec=19.8453
"133.119502,21.945465",ok,ok   oid=568213200005548 n=770 ra=133.1195 dec=21.9455
"140.562607,13.944014",ok,ok   oid=519216400005926 n=656 ra=140.5626 dec=13.9440
"209.310873,5.392121",ok,ok   oid=477212300001136 n=320 ra=209.3109 dec=5.3921
"114.538537,30.045440",ok,ok   oid=663204400004585 n=1145 ra=114.5385 dec=30.0454
"217.532646,10.900995",ok,ok   oid=529205200007210 n=690 ra=217.5326 dec=10.9010
"234.229602,26.342800",ok,ok   oid=631210300006891 n=805 ra=234.2296 dec=26.3428
"186.842172,7.931940",ok,ok   oid=473214100004319 n=631 ra=186.8422 dec=7.9319
"326.055868,-0.992113",ok,ok   oid=442211100002190 n=475 ra=326.0559 dec=-0.9921
"168.118159,24.053221",skip,skip ra=168.1182 dec=24.0532 (n=55)
"121.749083,54.944162",skip,skip ra=121.7491 dec=54.9442 (n=64)
"332.206982,10.654846",ok,ok   oid=546207300001669 n=952 ra=332.2070 dec=10.6548
"255.882822,31.993722",ok,ok   oid=681208400020209 n=1752 ra=255.8828 dec=31.9937
"8.777783,-0.423659",skip,skip ra=8.7778 dec=-0.4237 (n=63)
"174.419235,63.049147",ok,ok   oid=819212100007003 n=862 ra=174.4192 dec=63.0491
"229.999467,6.806338",ok,ok   oid=479213400018277 n=625 ra=229.9995 dec=6.8063
"198.023712,57.487981",ok,ok   oid=791216400002241 n=830 ra=198.0237 dec=57.4880
"211.139825,53.406352",ok,ok   oid=792207300010708 n=1039 ra=211.1398 dec=53.4064
"180.540593,63.611441",ok,ok   oid=819210200002655 n=803 ra=180.5406 dec=63.6114
"331.356520,10.355188",ok,ok   oid=546208400005343 n=1026 ra=331.3565 dec=10.3552
"43.889895,-2.758782",skip,skip ra=43.8899 dec=-2.7588 (n=77)
"252.486331,46.442550",ok,ok   oid=762207400011583 n=2021 ra=252.4863 dec=46.4425
"134.558053,39.558814",ok,ok   oid=709205300000091 n=776 ra=134.5581 dec=39.5588
"218.454990,62.169018",skip,skip ra=218.4550 dec=62.1690 (n=43)
"193.705464,0.420476",ok,ok   oid=423214100004361 n=329 ra=193.7055 dec=0.4205
"189.235363,47.486487",ok,ok   oid=755205200018103 n=485 ra=189.2354 dec=47.4865
"167.691627,25.763671",ok,ok   oid=622206100004184 n=502 ra=167.6916 dec=25.7637
"348.388920,29.235071",ok,ok   oid=646213200006468 n=1442 ra=348.3889 dec=29.2351
"4.229045,21.892233",ok,ok   oid=550213200007062 n=705 ra=4.2290 dec=21.8922
"13.862716,15.902701",ok,ok   oid=552204400001281 n=597 ra=13.8627 dec=15.9027
"127.355390,27.907862",ok,ok   oid=617211200000615 n=545 ra=127.3554 dec=27.9079
"196.455103,63.263654",ok,ok   oid=820210100006085 n=811 ra=196.4551 dec=63.2637
"341.776493,23.834921",ok,ok   oid=645201100003202 n=1404 ra=341.7765 dec=23.8349
"196.354792,18.383575",ok,ok   oid=577206100004423 n=613 ra=196.3548 dec=18.3836
"337.733464,12.005377",ok,ok   oid=547212300008829 n=658 ra=337.7335 dec=12.0054
"132.295319,16.341418",ok,ok   oid=568202100011531 n=732 ra=132.2953 dec=16.3414
"25.305772,14.713224",ok,ok   oid=502213200026322 n=648 ra=25.3058 dec=14.7132
"188.095548,-2.383129",ok,ok   oid=422209400006297 n=361 ra=188.0955 dec=-2.3831
"148.025855,25.212948",skip,skip ra=148.0259 dec=25.2129 (n=82)
"207.156025,42.815682",ok,ok   oid=718215300004489 n=771 ra=207.1560 dec=42.8157
"253.645666,39.378547",ok,ok   oid=723206300011036 n=1802 ra=253.6457 dec=39.3785
"137.823982,-0.564010",ok,ok   oid=415213300007691 n=264 ra=137.8240 dec=-0.5640
"60.672601,-6.693889",ok,ok   oid=353215100004989 n=148 ra=60.6726 dec=-6.6939
"222.882978,34.042246",ok,ok   oid=676209300014946 n=799 ra=222.8830 dec=34.0422
"144.697575,42.538928",ok,ok   oid=710213400005984 n=870 ra=144.6976 dec=42.5389
"25.116415,-2.902618",ok,ok   oid=399205200001569 n=368 ra=25.1164 dec=-2.9026
"127.927849,48.731959",ok,ok   oid=749211100007715 n=897 ra=127.9278 dec=48.7320
"165.722001,33.190596",ok,ok   oid=669206200000642 n=889 ra=165.7220 dec=33.1906
"179.192988,26.338194",ok,ok   oid=624211300007601 n=636 ra=179.1930 dec=26.3382
"180.926017,10.475477",ok,ok   oid=524206400003421 n=458 ra=180.9260 dec=10.4755
"173.952835,51.599645",skip,skip ra=173.9528 dec=51.5996 (n=67)
"136.619075,15.686047",ok,ok   oid=569203300003316 n=721 ra=136.6191 dec=15.6860
"178.374021,7.574509",ok,ok   oid=472215100006089 n=340 ra=178.3740 dec=7.5745
"149.369715,12.628665",ok,ok   oid=520211300021236 n=445 ra=149.3697 dec=12.6287
"191.156693,45.039110",ok,ok   oid=756204100011660 n=672 ra=191.1567 dec=45.0391
"148.567201,19.715401",ok,ok   oid=570209400016110 n=718 ra=148.5672 dec=19.7154
"227.296648,57.441685",ok,ok   oid=793214400002550 n=1210 ra=227.2966 dec=57.4417
"221.380056,-1.773267",ok,ok   oid=427210300009915 n=574 ra=221.3801 dec=-1.7733
"51.462882,-0.381180",ok,ok   oid=403214300006197 n=339 ra=51.4629 dec=-0.3812
"131.163118,46.465619",ok,ok   oid=749206400014858 n=1065 ra=131.1631 dec=46.4656
"153.687844,42.268441",ok,ok   oid=712212200023787 n=942 ra=153.6878 dec=42.2684
"255.121140,47.933852",ok,ok   oid=762210400014716 n=2032 ra=255.1211 dec=47.9339
"234.327282,41.410981",ok,ok   oid=721211400000812 n=1263 ra=234.3273 dec=41.4110
"22.870864,29.142762",ok,ok   oid=603215100008481 n=668 ra=22.8709 dec=29.1428
"178.894483,40.060686",ok,ok   oid=714205100009598 n=846 ra=178.8945 dec=40.0607
"36.167117,-1.757363",ok,ok   oid=401211400000522 n=447 ra=36.1671 dec=-1.7574
"186.076015,6.166935",ok,ok   oid=473210200003054 n=563 ra=186.0760 dec=6.1669
"191.573490,62.309404",ok,ok   oid=820211400017935 n=706 ra=191.5735 dec=62.3094
"220.707554,5.541340",ok,ok   oid=478210100027829 n=447 ra=220.7076 dec=5.5413
"155.357177,28.570515",ok,ok   oid=621216300010818 n=301 ra=155.3572 dec=28.5705
"231.896287,6.285761",ok,ok   oid=480211200008536 n=697 ra=231.8963 dec=6.2858
"128.600487,42.847709",ok,ok   oid=709216400004180 n=828 ra=128.6005 dec=42.8477
"128.532316,53.867055",ok,ok   oid=784206400000470 n=885 ra=128.5323 dec=53.8671
"120.197900,15.287756",ok,ok   oid=567204300028148 n=975 ra=120.1979 dec=15.2878
"175.686948,8.435239",ok,ok   oid=523201400019618 n=343 ra=175.6869 dec=8.4352
"172.174512,42.520840",skip,skip ra=172.1745 dec=42.5208 (n=37)
"206.514318,19.432733",ok,ok   oid=579212400004634 n=581 ra=206.5143 dec=19.4327
"202.685204,28.259655",ok,ok   oid=627215400005555 n=760 ra=202.6852 dec=28.2597
"161.283692,57.877856",ok,ok   oid=787214100005417 n=911 ra=161.2837 dec=57.8779
"39.939941,-3.575991",skip,skip ra=39.9399 dec=-3.5760 (n=65)
"40.995479,-4.924903",ok,ok   oid=402204200002624 n=313 ra=40.9955 dec=-4.9249
"234.324435,43.464683",ok,ok   oid=721215100007256 n=1296 ra=234.3244 dec=43.4647
"16.821498,19.073132",ok,ok   oid=552210300019089 n=512 ra=16.8215 dec=19.0731
"354.767920,23.308592",ok,ok   oid=647202100023144 n=1155 ra=354.7679 dec=23.3086
"141.820504,53.715266",ok,ok   oid=785205400001104 n=1058 ra=141.8205 dec=53.7153
"143.878531,30.746349",ok,ok   oid=666201200004694 n=673 ra=143.8785 dec=30.7463
"321.320355,0.541369",skip,skip ra=321.3204 dec=0.5414 (n=46)
"356.847037,18.664849",ok,ok   oid=599205200010291 n=805 ra=356.8470 dec=18.6648
"114.055417,46.365665",ok,ok   oid=747205300010961 n=721 ra=114.0554 dec=46.3657
"126.945065,11.213955",ok,ok   oid=517207200017508 n=663 ra=126.9451 dec=11.2140
"224.140063,40.613757",skip,skip ra=224.1401 dec=40.6138 (n=42)
"175.274261,13.923542",ok,ok   oid=523213400019542 n=441 ra=175.2743 dec=13.9235
"166.706999,46.919941",skip,skip ra=166.7070 dec=46.9199 (n=39)
"229.226939,56.630093",ok,ok   oid=793209200008206 n=814 ra=229.2269 dec=56.6301
"241.609871,43.911790",ok,ok   oid=722215200003316 n=1605 ra=241.6099 dec=43.9118
"182.180585,57.619166",ok,ok   oid=789214400001513 n=777 ra=182.1806 dec=57.6192
"339.474179,-9.286064",ok,ok   oid=392209300003548 n=505 ra=339.4742 dec=-9.2861
"215.442338,7.652310",ok,ok   oid=477213200013885 n=473 ra=215.4423 dec=7.6523
"205.045226,21.145713",ok,ok   oid=578213400005500 n=783 ra=205.0452 dec=21.1457
"231.585701,16.843593",ok,ok   oid=582202200000901 n=888 ra=231.5857 dec=16.8436
"160.206001,27.713755",ok,ok   oid=621210100002412 n=481 ra=160.2060 dec=27.7138
"153.886263,49.145851",ok,ok   oid=752212100011818 n=944 ra=153.8863 dec=49.1459
"200.071549,51.871387",ok,ok   oid=791203300001931 n=721 ra=200.0715 dec=51.8714
"232.713300,43.266414",skip,skip ra=232.7133 dec=43.2664 (n=47)
"171.060161,26.673860",ok,ok   oid=623212400004651 n=553 ra=171.0602 dec=26.6739
"147.156504,16.661140",ok,ok   oid=570201200002543 n=621 ra=147.1565 dec=16.6611
"144.361282,9.417789",ok,ok   oid=519202100021653 n=623 ra=144.3613 dec=9.4178
"130.001466,36.732466",ok,ok   oid=665216100002244 n=800 ra=130.0015 dec=36.7325
"245.512795,53.247810",ok,ok   oid=795207400007016 n=1653 ra=245.5128 dec=53.2478
"144.923098,26.273056",ok,ok   oid=619210400007838 n=835 ra=144.9231 dec=26.2731
"252.595526,24.459617",ok,ok   oid=634208300009942 n=1678 ra=252.5955 dec=24.4596
"193.356969,17.430918",ok,ok   oid=577207300005649 n=574 ra=193.3570 dec=17.4309
"160.543837,37.537334",ok,ok   oid=712201300008337 n=695 ra=160.5438 dec=37.5373
"188.722031,17.214740",ok,ok   oid=576206400006809 n=407 ra=188.7220 dec=17.2147
"0.795466,10.637496",ok,ok   oid=499207300001411 n=437 ra=0.7955 dec=10.6375
"149.224120,51.411282",ok,ok   oid=786202400013348 n=1012 ra=149.2241 dec=51.4113
"180.346436,10.273265",ok,ok   oid=524206300004953 n=368 ra=180.3464 dec=10.2733
"202.567108,52.850520",ok,ok   oid=791202200006662 n=798 ra=202.5671 dec=52.8505
"166.824414,17.542085",ok,ok   oid=573206300004015 n=462 ra=166.8244 dec=17.5421
"196.156968,35.485350",skip,skip ra=196.1570 dec=35.4853 (n=28)
"170.786049,63.882084",skip,skip ra=170.7860 dec=63.8821 (n=0)
"43.566262,-3.988419",ok,ok   oid=402207400003872 n=423 ra=43.5663 dec=-3.9884
"347.964182,29.773072",ok,ok   oid=646214100021633 n=1448 ra=347.9642 dec=29.7731
"182.942176,57.838761",ok,ok   oid=789214100005846 n=814 ra=182.9422 dec=57.8388
"188.510510,62.464400",ok,ok   oid=820212400011211 n=764 ra=188.5105 dec=62.4644
"196.061262,59.273241",ok,ok   oid=820202100019799 n=748 ra=196.0613 dec=59.2732
"249.105589,31.327807",ok,ok   oid=680203200000051 n=1239 ra=249.1056 dec=31.3278
"325.299547,-6.658421",ok,ok   oid=390213200006756 n=482 ra=325.2995 dec=-6.6584
"251.253662,48.920530",ok,ok   oid=762211200005990 n=1912 ra=251.2537 dec=48.9205
"172.385491,11.441671",ok,ok   oid=523206200009721 n=267 ra=172.3855 dec=11.4417
"201.453763,11.752122",skip,skip ra=201.4538 dec=11.7521 (n=33)
"228.514976,39.422653",ok,ok   oid=720206400001313 n=970 ra=228.5150 dec=39.4227
"12.124255,11.190616",ok,ok   oid=500205100004250 n=559 ra=12.1243 dec=11.1906
"217.565269,23.781728",ok,ok   oid=629203100003032 n=737 ra=217.5653 dec=23.7817
"120.811718,9.314323",ok,ok   oid=516203100012181 n=998 ra=120.8117 dec=9.3143
"133.243114,11.942144",ok,ok   oid=518212400006774 n=482 ra=133.2431 dec=11.9421
"127.100919,45.380825",ok,ok   oid=749203200002515 n=1052 ra=127.1009 dec=45.3808
"186.458238,23.356151",skip,skip ra=186.4582 dec=23.3562 (n=28)
"183.616517,10.499471",ok,ok   oid=525208300025157 n=500 ra=183.6165 dec=10.4995
"144.746285,30.232934",ok,ok   oid=666201400002070 n=798 ra=144.7463 dec=30.2329
"200.162608,38.336096",ok,ok   oid=717203100001638 n=838 ra=200.1626 dec=38.3361
"161.211731,28.538979",ok,ok   oid=621213300003489 n=413 ra=161.2117 dec=28.5390
"44.690956,-6.917544",skip,skip ra=44.6910 dec=-6.9175 (n=79)
"146.757054,25.345492",ok,ok   oid=619205100006278 n=795 ra=146.7571 dec=25.3455
"229.873286,2.624430",skip,skip ra=229.8733 dec=2.6244 (n=21)
"120.833686,25.434007",ok,ok   oid=616207100005567 n=1165 ra=120.8337 dec=25.4340
"6.218446,22.230188",ok,ok   oid=551216100003729 n=620 ra=6.2184 dec=22.2302
"163.152312,50.190583",ok,ok   oid=753216400008685 n=664 ra=163.1523 dec=50.1906
"131.611762,10.212747",ok,ok   oid=517205400005173 n=691 ra=131.6118 dec=10.2127
"157.366279,10.449619",ok,ok   oid=521207400003551 n=425 ra=157.3663 dec=10.4496
"188.692546,34.419291",ok,ok   oid=672210200007321 n=602 ra=188.6925 dec=34.4193
"179.813160,35.259634",skip,skip ra=179.8132 dec=35.2596 (n=0)
"207.076077,-0.411647",ok,ok   oid=425214300005700 n=349 ra=207.0761 dec=-0.4116
"164.557158,30.678341",ok,ok   oid=669203100004639 n=711 ra=164.5572 dec=30.6783
"176.963185,1.268828",ok,ok   oid=472203300003599 n=391 ra=176.9632 dec=1.2688
"179.286415,47.255151",ok,ok   oid=754205200002459 n=532 ra=179.2864 dec=47.2552
"346.558474,5.096493",ok,ok   oid=496209300003815 n=579 ra=346.5585 dec=5.0965
"132.558929,36.993137",ok,ok   oid=709202300005805 n=1086 ra=132.5589 dec=36.9931
"18.877132,10.502393",ok,ok   oid=501205400002935 n=627 ra=18.8771 dec=10.5024
"124.922217,6.676941",ok,ok   oid=464214400008724 n=816 ra=124.9222 dec=6.6769
"25.199069,1.408726",ok,ok   oid=450203300002427 n=562 ra=25.1991 dec=1.4087
"134.702853,1.290658",ok,ok   oid=466204300003652 n=702 ra=134.7029 dec=1.2907
"153.720072,33.222308",ok,ok   oid=668208100026623 n=121 ra=153.7201 dec=33.2223
"127.789802,41.237761",ok,ok   oid=708209400001512 n=946 ra=127.7898 dec=41.2378
"186.946086,0.141058",skip,skip ra=186.9461 dec=0.1411 (n=0)
"249.257540,36.222367",ok,ok   oid=680215200032595 n=1288 ra=249.2575 dec=36.2224
"147.617562,53.533647",skip,skip ra=147.6176 dec=53.5336 (n=65)
"343.595617,26.450335",ok,ok   oid=646212400010060 n=1419 ra=343.5956 dec=26.4503
"205.044060,61.159070",ok,ok   oid=821207400006678 n=673 ra=205.0441 dec=61.1591
"359.398350,26.709524",ok,ok   oid=600211300004075 n=1087 ra=359.3983 dec=26.7095
"240.902967,10.013341",ok,ok   oid=533208400007063 n=985 ra=240.9030 dec=10.0133
"30.105487,29.521588",ok,ok   oid=604215100003676 n=707 ra=30.1055 dec=29.5216
"132.749744,20.427636",ok,ok   oid=568210100003109 n=850 ra=132.7497 dec=20.4276
"184.625855,65.516538",ok,ok   oid=820216200000750 n=872 ra=184.6259 dec=65.5165
"156.867838,12.160403",ok,ok   oid=521211400005191 n=436 ra=156.8678 dec=12.1604
"354.712835,18.268368",ok,ok   oid=599206200006414 n=850 ra=354.7128 dec=18.2684
"224.813416,5.080957",ok,ok   oid=479211300005126 n=549 ra=224.8134 dec=5.0810
"118.390945,30.257230",ok,ok   oid=663202300010292 n=1257 ra=118.3909 dec=30.2572
"179.514036,31.309856",ok,ok   oid=671203100000312 n=764 ra=179.5140 dec=31.3099
"202.316372,41.765073",ok,ok   oid=717210100024206 n=463 ra=202.3164 dec=41.7651
"225.588528,47.010744",ok,ok   oid=759206200005236 n=1089 ra=225.5885 dec=47.0107
"7.048626,20.053178",ok,ok   oid=551211200007015 n=645 ra=7.0486 dec=20.0532
"176.690514,46.834301",ok,ok   oid=754206200005844 n=678 ra=176.6905 dec=46.8343
"215.859727,36.879191",ok,ok   oid=676216200007507 n=644 ra=215.8597 dec=36.8792
"204.134442,36.865219",ok,ok   oid=717201300006957 n=720 ra=204.1344 dec=36.8652
"38.459749,-8.433117",ok,ok   oid=350212100003418 n=730 ra=38.4597 dec=-8.4331
"325.090504,7.666848",skip,skip ra=325.0905 dec=7.6668 (n=72)
"358.846490,3.201055",ok,ok   oid=498206300019519 n=481 ra=358.8465 dec=3.2011
"218.714328,34.857228",ok,ok   oid=676211100010310 n=821 ra=218.7143 dec=34.8572
"193.054113,12.107575",ok,ok   oid=526211400010434 n=443 ra=193.0541 dec=12.1076
"202.194926,36.984415",ok,ok   oid=717202400005941 n=843 ra=202.1949 dec=36.9844
"124.019611,40.637164",skip,skip ra=124.0196 dec=40.6372 (n=65)
"116.857897,30.599947",ok,ok   oid=663203100006003 n=1240 ra=116.8579 dec=30.5999
"24.551030,10.010267",skip,skip ra=24.5510 dec=10.0103 (n=0)
"207.058657,42.695172",ok,ok   oid=718215300005445 n=193 ra=207.0587 dec=42.6952
"176.476999,5.896216",ok,ok   oid=472212100003255 n=378 ra=176.4770 dec=5.8962
"217.879758,42.948066",ok,ok   oid=719215400004171 n=937 ra=217.8798 dec=42.9481
"22.928556,8.370731",ok,ok   oid=502202300005124 n=554 ra=22.9286 dec=8.3707
"193.676091,25.213932",ok,ok   oid=626208100007801 n=773 ra=193.6761 dec=25.2139
"209.949619,27.141217",ok,ok   oid=628211100017059 n=290 ra=209.9496 dec=27.1412
"171.910814,32.595703",ok,ok   oid=670207100011126 n=656 ra=171.9108 dec=32.5957
"33.797699,0.999354",ok,ok   oid=451202300015335 n=541 ra=33.7977 dec=0.9994
"136.912133,24.864847",ok,ok   oid=618206300002601 n=560 ra=136.9121 dec=24.8648
"139.323655,58.966723",ok,ok   oid=816203400001838 n=940 ra=139.3237 dec=58.9667
"219.358789,34.827230",ok,ok   oid=676211100002934 n=887 ra=219.3588 dec=34.8272
"182.774567,43.630727",ok,ok   oid=715215100005811 n=640 ra=182.7746 dec=43.6307
"21.675108,2.651613",skip,skip ra=21.6751 dec=2.6516 (n=48)
"207.918805,36.548267",ok,ok   oid=675216200002717 n=786 ra=207.9188 dec=36.5483
"13.057615,4.038310",ok,ok   oid=448206200004012 n=490 ra=13.0576 dec=4.0383
"206.758397,50.547169",ok,ok   oid=757214400000449 n=769 ra=206.7584 dec=50.5472
"223.798995,1.004148",ok,ok   oid=479204400014021 n=685 ra=223.7990 dec=1.0041
"13.408403,16.145210",ok,ok   oid=552204100009479 n=492 ra=13.4084 dec=16.1452
"316.712995,9.160009",ok,ok   oid=544204200010676 n=1135 ra=316.7130 dec=9.1600
"24.500371,17.134071",skip,skip ra=24.5004 dec=17.1341 (n=87)
"43.798469,-3.180130",ok,ok   oid=402207100004150 n=341 ra=43.7985 dec=-3.1801
"158.603707,46.208521",ok,ok   oid=752206400005097 n=291 ra=158.6037 dec=46.2085
"122.990507,42.333832",ok,ok   oid=708211100000458 n=1158 ra=122.9905 dec=42.3338
"17.963453,28.059503",skip,skip ra=17.9635 dec=28.0595 (n=0)
"176.073670,25.112383",ok,ok   oid=623205300000548 n=523 ra=176.0737 dec=25.1124
"223.549648,0.061539",ok,ok   oid=427213400020683 n=532 ra=223.5496 dec=0.0615
"163.216466,31.111297",ok,ok   oid=669203200002043 n=635 ra=163.2165 dec=31.1113
"246.852847,48.178931",ok,ok   oid=761209300004895 n=1669 ra=246.8528 dec=48.1789
"240.912738,8.518194",skip,skip ra=240.9127 dec=8.5182 (n=21)
"152.292149,29.903954",ok,ok   oid=667201400005064 n=253 ra=152.2921 dec=29.9040
"24.668546,29.061945",ok,ok   oid=603214100008244 n=515 ra=24.6685 dec=29.0619
"337.239206,4.115783",skip,skip ra=337.2392 dec=4.1158 (n=54)
"219.783747,48.610831",ok,ok   oid=758209100016528 n=1060 ra=219.7837 dec=48.6108
"333.292021,-8.690012",ok,ok   oid=391209100013018 n=409 ra=333.2920 dec=-8.6900
"240.800826,35.911397",ok,ok   oid=679216400002849 n=1558 ra=240.8008 dec=35.9114
"201.452635,11.769997",skip,skip ra=201.4526 dec=11.7700 (n=42)
"25.295752,-2.014989",ok,ok   oid=399209300003158 n=396 ra=25.2958 dec=-2.0150
"16.946193,26.164739",skip,skip ra=16.9462 dec=26.1647 (n=114)
"145.129625,37.356739",ok,ok   oid=711204300009261 n=636 ra=145.1296 dec=37.3567
"158.054059,15.458209",ok,ok   oid=572203300006067 n=477 ra=158.0541 dec=15.4582
"20.026539,10.008308",ok,ok   oid=502208400016309 n=621 ra=20.0265 dec=10.0083
"128.680314,43.231299",ok,ok   oid=709216400001213 n=1008 ra=128.6803 dec=43.2313
"233.707813,45.393299",ok,ok   oid=760203100020994 n=1072 ra=233.7078 dec=45.3933
"261.721382,36.881525",ok,ok   oid=724202300010210 n=1985 ra=261.7214 dec=36.8815
"32.257155,5.016809",ok,ok   oid=451211300023877 n=488 ra=32.2572 dec=5.0168
"137.619335,25.360042",ok,ok   oid=618206100005791 n=691 ra=137.6193 dec=25.3600
"190.846076,62.499015",ok,ok   oid=820211300004090 n=726 ra=190.8461 dec=62.4990
"243.784634,21.773579",ok,ok   oid=584215300009700 n=1110 ra=243.7846 dec=21.7736
